"","Delta.price","Earnings.Per.Share.USD","Dividends.USD","Book.Value.Per.Share...USD","Return.on.Assets..","Return.on.Equity..","Return.on.Invested.Capital..","Debt.Equity","Revenue.USD.Mil"
"234",1.32270390463509,0.141104294,1.293103448,0.507109005,-0.249452954,-0.29601892,-0.306430446,0.385714286,0.219153515
"235",2.2962062970183,6.935483871,0,1.276670574,2.543123543,2.847769029,2.803339518,-0.426666667,1.606060606
"236",6.72664938688546,0.026845638,0,-6.818181818,-0.651382185,0.37591914358427,-0.113191049124365,1.63375209003483,15.34042553
"237",0.71370435009009,-0.167364017,0.384615385,0.640997831,-0.578619616,-0.476979742,-0.583265638,1.533333333,0.162262264
"238",1.67450968727216,0.86,0,-0.292110874,0.898373984,2.311320755,1.93456276,0.684210526,0.344326149
"239",0.967738987998581,0.693069307,0.917525773,-0.297520661,0.24609375,0.98043151,0.421744325,0.194244604,-0.164822924
"240",1.15561867514636,0.474747475,2,0.09375,0.14713217,0.198689956,0.167344173,0.074074074,0.123592302
"241",1.90273047581514,1.639004149,0,3.155858931,-0.254569773,-0.373346241,-0.352358168,-0.5,1.97257384
"242",1.68763868787005,4,2.953488372,0.063429914,3.13559322,3.09978308,1.82231405,-0.023809524,-0.039507509
"243",0.303888842769775,-0.658415842,1.382978723,-0.335015136,-0.716981132,-0.648725212,-0.457252642,0.140684411,0.275621891
"244",1.5136620285533,0.379562044,0,1.197610752,-0.406387665,-0.405392621,-0.405392621,1.63375209003483,0.780876494
"245",2.09350157331233,-0.971223022,0,3.572115385,-0.993184031,-0.991512865,-0.113191049124365,2.554216867,1.253914227
"246",1.79123272049518,0.159904535,1.042857143,-0.276794494,-0.128099174,0.786148807,-0.138839019,3.657142857,-0.195254961
"247",0.529927529219855,0.751592357,1.395833333,0.145903479,0.038147139,0.515151515,0.757847534,-0.024691358,0.260997067
"248",1.26182320156829,1.928909953,0.769230769,2.147887324,0.362139918,-0.063900599,0.235757295,-0.520325203,0.588248288
"249",0.728581120502446,-0.169902913,0.5625,0.309919901,-0.5221843,-0.529908973,-0.564597315,0.43902439,-0.261087846
"250",0.320604687145323,-0.069230769,0,0.353644427,-0.361426256,-0.376514445,-0.356850716,1.63375209003483,-0.034579079
"251",1.04169794379784,-0.865329513,0.475555556,0.224145584,-0.902575588,-0.883078731,-0.896191187,1.217391304,0.175611256
"252",-0.0749696889969242,0.012658228,0,0.070561457,-0.318872017,0.022544283,-0.195164076,2.285714286,0.129916835
"253",1.33768169668354,0.408482143,1.12,0.466378378,0.125,-0.034280118,-0.113191049124365,-0.150684932,0.024579879
"254",-0.0244642071736483,-0.265454545,0.947368421,-0.454153182,-0.478808706,0.191969519,-0.260558804,1.321167883,0.521340206
"255",0.293882042894285,0.521008403,0.269461078,-0.126760563,-0.221793635,-0.020210057,-0.190232822,0.237762238,-0.02083649
"256",1.3287101415872,0.298850575,2.8,0.319444444,-0.011111111,-0.01659292,-0.113191049124365,0.03030303,0.487852761
"257",0.170394152582478,2.222222222,0.493150685,0.048843188,1.849557522,2.048245614,0.748344371,0.172413793,0.311135371
"258",1.27181876631553,0.261802575,1.14,-0.572180012,-0.046461372,1.953712633,-0.015372168,6.769230769,0.096062992
"259",0.918466105454447,0.604010025,0.385714286,-0.943468296,0.887792848,29.33403509,1.073859987,8.990291262,-0.124100547
"260",1.33128775561112,-0.986486486,-0.324324324,2.695348837,-0.982954545,-0.996129032,-0.939834025,-0.759259259,0.65839787
"261",1.1526348842115,0.975757576,0,0.592118227,-0.496917386,0.15640599,-0.669966997,1.235294118,0.768605169
"262",0.330812144889316,0.857322011605996,0,0.416861263183406,-0.0354920496916488,0.37591914358427,-0.113191049124365,1.63375209003483,0.566982204209402
"263",1.33128775561112,0.857322011605996,0,0.416861263183406,0.558988764,-0.321656753,0.208684654,1.63375209003483,4.595267746
"264",1.2674068997888,1.356321839,1.25,0.676814988,0.162839248,0.314882033,0.077777778,0.282608696,0.403314312
"265",-0.195901940335594,-0.150273224,0,0.054238506,-0.509592326,-0.253581662,-0.372582002,3.142857143,0.016040455
"266",0.741190043969311,2.053333333,0,0.636663914,0.920863309,0.758675079,0.534534535,-0.155172414,0.231172545
"267",0.196981057805432,0.316793893,0,0.196074337,0.064285714,0.091068301,-0.113191049124365,0.234042553,-0.027748283
"268",0.330728958017517,0.644628099,3,-1.904347826,0.175972927,0.37591914358427,-0.113191049124365,1.63375209003483,0.308020389
"269",1.15824765646408,1.048076923,0.290909091,-0.067156348,0.72972973,1.342465753,0.750620347,0.4375,0.084708471
"270",1.99484540703638,6.191489362,0,1.243763364,3.611650485,2.126436782,1.297520661,-0.278571429,3.085945073
"271",0.659479546123894,1.389432485,0,1.311418685,-0.023724792,-0.016738403,-0.033524121,0.120481928,0.883976904
"272",1.61663114908927,1.408450704,0,1.42936803,-0.210457516,0.016,-0.153292181,0.392857143,1.977675841
"273",1.44727105897514,-0.059668508,0.666666667,-0.051145602,-0.106969206,-0.013342697,-0.047115385,0.064516129,-0.368910278
"274",1.23119344494707,-1.048717949,0.06122449,0.041538462,-1.036431227,-1.047476859,-1.038219424,1.15,-0.058302796
"275",2.72056990251924,-0.117797695,1.295384615,-0.192096597,-0.417582418,3.288488826,-0.587173792,1.63375209003483,0.097830061
"276",1.8123491584406,12.36231884,2.782608696,0.460652216,4.133333333,5,-0.113191049124365,-0.263157895,0.340447537
"277",1.06507907336143,0.452554745,0.482352941,0.328402367,0.0375,0.151975684,-0.028263795,0.079545455,-0.077216917
"278",2.37763134318445,1.443661972,2.166666667,-0.458146487,0.545605307,3.021276596,0.788546256,5.222222222,0.331906176
"279",2.45678932119907,0.595854922,0,1.086543272,-0.370705244,-0.218091335,-0.389355742,0,1.474984558
"280",4.47400913295201,24.17391304,44,0.781883194,12.59433962,12.64206642,8.482517483,-0.288888889,0.352088389
"281",1.56348678866283,2.270053476,5.454545455,-0.246041413,1.210585586,2.348789284,0.85379783,1.526315789,-0.324306848
"282",-0.0705142519885547,0.005050505,6.45,-0.045941807,-0.242574257,-0.128019324,-0.188720174,0.206349206,0.03099628
"283",3.26753883352816,1.466216216,10,0.297239915,0.002561475,1.04443799,0.082135524,1.63375209003483,0.861334525
"284",0.607428435697034,1.183206107,0.386454183,2.308928571,0.357487923,-0.353612167,-0.094455852,-0.691304348,2.405345212
"285",0.250297483074193,-0.13559322,0.4,0.291059281,-0.258706468,-0.318181818,-0.464342314,-0.090909091,0.256637168
"286",2.23023224210141,5.563636364,2.307692308,8.8125,1.146616541,-0.387005076,0.135559921,1.63375209003483,0.858731834
"288",-0.211371786159769,-2.408256881,-0.010869565,-0.418862691,-2.194083694,-2.959781868,-2.134306569,3,-0.220874561
"289",0.771501901018279,0.208728653,0.513833992,-1.335375191,-0.054309327,0.37591914358427,-0.113191049124365,1.63375209003483,-0.155002592
"290",1.26471162276622,-0.669767442,0.051094891,0.171548117,-0.837696335,-0.757587859,-0.84737087,3.684210526,1.291862811
"291",0.905371178863664,3.973741794,0.555555556,0.272251309,1.12039312,2.107361963,1.23447205,0.32,0.771287606
"292",2.73287394738813,1.068273092,1.814814815,1.325301205,-0.318957346,0.37591914358427,-0.113191049124365,1.63375209003483,0.843859649
"293",0.285821314329891,-0.049751244,-0.293103448,-0.155072464,0.257372654,0.148036254,0,-0.242424242,-0.523664122
"294",1.19904097107338,0.01048951,0.911111111,1.512891986,-0.618147448,-0.611166008,-0.58033033,0,0.864683362
"295",0.405822460160129,-0.371527778,1.162162162,-0.047159888,-0.454545455,-0.499192246,-0.113191049124365,-0.288888889,-0.113204862
"296",1.4491268593209,-0.403914591,0,-0.128325509,-0.492123031,-0.590491469,-0.602852204,-0.25,0.372658937
"298",1.0562887708964,0.333333333,0.678571429,0.597510373,-0.362086259,-0.068599428,-0.349336702,1.703125,0.307546659
"299",1.75658656139867,5.320224719,0.075,1.177995574,2.294339623,1.776247849,1.233716475,-0.226666667,1.313885648
"300",1.63173328142377,0.603351955,0.662790698,0.165824916,0.196594427,0.358420728,0.113747954,0.577777778,0.216727399
"301",1.36955816602414,0.330536913,1.136363636,-0.163800164,-0.011535689,0.612481858,0.009541985,2.5,0.069095944
"302",3.15662908142618,1.784313725,0,2.735955056,-0.21648164,-0.282601831,-0.280101394,1.63375209003483,0.978273635
"303",1.63271718123554,2.237804878,0.607594937,1.962962963,1.515350877,-0.049594347,0.642979452,-0.761235955,0.53896143
"304",-0.630916038942677,-1.055160142,2,0.416861263183406,-1.033994334,-1.04534413,-1.04787472,6.285714286,-0.254402737
"305",1.33128775561112,1.012012012,5.608695652,0.890547264,-0.24795082,-0.076523031,-0.206577595,1.514285714,-0.050515189
"306",0.823070700153605,-0.569306931,0.211538462,-0.217870932,-0.559865093,-0.440382942,-0.562098501,1.214285714,-0.16494266
"307",-0.493210647917176,-2.629539952,-0.75,-0.418067227,-3.976519337,-3.717361111,-3.4386121,0.740740741,-0.704925776
"308",1.11781982223554,1.495934959,3.5,0.258785942,1.481481481,1.128272251,-0.113191049124365,-0.174041298,0.106440762
"309",2.06570755014898,1.34751773,0,-0.615754083,0.704099822,5.365688488,0.751136364,5.395061728,0.413984462
"310",1.76305394318874,0.208178439,1.508196721,0.326979472,-0.5898191,-0.34500446,-0.566162822,4,0.28604721
"311",0.990808646901985,-1.278592375,3.386363636,-1.269210664,-1.317406143,0.37591914358427,-0.113191049124365,1.63375209003483,-0.222235767
"312",0.972081513070452,0.37007874,0.071428571,0.475847893,0.028037383,-0.101434426,-0.113191049124365,-0.4,0.382425135
"313",2.53935265780222,0.734470158,0,-0.225905937,0.327227311,1.205704408,0.339685565,1.868852459,0.180164573
"314",2.94309598354052,24.94117647,0,0.722748815,13.32743363,15.33004926,8.85520362,1.409090909,1.312471552
"315",0.755363967216711,0.06557377,0,2.107843137,-0.575431034,-0.623265036,-0.557502738,-0.2421875,0.942577488
"316",-0.314547034250212,-2.874015748,0,-0.087323944,-2.724590164,-2.81152648,-2.19375,0.214285714,0.137892377
"317",1.87493049409766,1.013953488,0,0.170901497,0.921568627,0.625313283,0.327692308,0.5,0.153286795
"318",1.53712279062072,1.479302832,0.786363636,0.566079911,0.641833811,0.564984709,0.536986301,-0.194244604,0.120852617
"319",-0.399034894239064,-1.246575342,-0.75,-0.261837456,-1.34057971,-1.329749104,-1.239726027,0.357142857,-0.29059664
"321",-0.457365163391578,-0.466165414,0,-0.771578947,0.408256881,1.452830189,0.475840336,1.246753247,-0.284904897
"322",2.15208414399322,-0.621359223,-0.239130435,-0.268926554,-0.551020408,-0.492537313,-0.571095571,0.392,-0.190064795
"323",1.56919527993821,1.281818182,1.333333333,0.47148289,0.309655172,0.579237483,0.355783309,8.333333333,0.646534369
"324",2.12441406762553,-0.478991597,0,-0.737623762,-0.244949495,0.183227473,-0.308192956,38.85714286,3.338028169
"325",1.33128775561112,4.217391304,0,-0.052256532,3.534482759,3.609865471,0.268170426,0.377622378,0.187997108
"327",-0.45389462090702,-1.134042553,-0.555555556,-0.083374567,-1.140073082,-1.141422594,-1.096885813,1.63375209003483,-0.501705553
"328",-0.0321940048985138,-9.705128205,0,-0.890775988,-12.45714286,-105.9752066,-2.891364903,1.63375209003483,0.170723648
"329",0.775315375411864,2.414678899,0.469879518,0.442976804,1.266666667,1.016111708,0.804761905,-0.253333333,-0.055585392
"330",-0.0755881586850835,0.058479532,0,0.051470588,-0.419821826,-0.16372093,-0.380778589,1.63375209003483,0.077298458
"331",1.02391629395492,0.991902834,0.428571429,0.383086253,0.333333333,0.456120092,-0.113191049124365,0.546875,0.248275862
"332",0.441857489473372,0.673469388,0.04137931,0.135398981,0.549450549,0.484052533,0.522077922,-0.244897959,0.011386336
"334",1.80410253767313,12.4047619,2.034482759,2.99543379,3.125628141,2.22754491,1.364948454,-0.285714286,1.513554987
"335",0.694502291272057,0.047619048,0.454022989,0.778694158,-0.335329341,-0.433548387,-0.389133627,-0.224299065,1.888361045
"336",0.760443415192683,-0.232142857,1.518518519,0.30217186,-0.145454545,-0.120207927,-0.275324675,-0.277227723,-0.177765771
"337",0.765948359837302,0.396396396,1.25,-0.130848533,-0.048421053,0.69207884,0.062418726,1.065934066,0.10098753
"338",0.483137235100253,0.323353293,2.047619048,0.557961783,-0.403162055,-0.237819983,-0.43977591,1.405405405,0.059120768
"339",2.65848723423918,2.41509434,0,-0.672506739,0.593977155,4.930232558,1.302821748,15.28571429,0.550872344
"340",-0.299989696516115,-0.795673077,0.663043478,-0.399510894,-0.744186047,-0.677536232,-0.751034891,1.8125,-0.477832512
"341",1.01155335729777,0.584507042,0.483870968,0.278450363,0.269072165,0.188695163,0.258083832,1.63375209003483,0.547642436
"342",0.420352128572462,0.763636364,0.095238095,0.093243243,0,0.6167979,-0.113191049124365,1.222222222,0.180341186
"343",0.484967924877333,0.660839161,0.65,0.43877551,0.144578313,0.162037037,0.431322208,0.321428571,0.221190058
"344",0.487394688221877,0.528571429,-0.148351648,0.274732851,0.369318182,0.227146814,0.19844358,-0.051546392,0.145694036
"345",0.422938040870478,0.047297297,0.255474453,0.294322709,-0.244532803,-0.227152318,-0.221978022,0.191780822,-0.180070403
"346",0.73202823086818,-0.161290323,0.569306931,-0.380066445,-0.308871851,0.434768534,-0.279255319,2.12,-0.044794298
"347",0.745099985950462,1.771653543,0.6,-0.144781145,1.372848948,1.765704584,1.320512821,0.093023256,-0.220674824
"348",1.27460677785508,3.12565445,1.671428571,0.252187029,1.086956522,1.84375,-0.113191049124365,0.5625,0.618025258
"349",0.403567539729434,0.422391858,0.370558376,-0.138275718,0.403225806,0.490174672,0.365947612,0,-0.211981734
"350",1.25973821712455,0.710691824,0.7,0.682824025,-0.065677966,0.078225336,-0.113191049124365,-0.142857143,0.730719629
"351",1.00127265746644,0.138147567,1.064,0.025641026,-0.292368682,-0.071096654,-0.30295858,1.967741935,-0.025676332
"352",2.89886214333297,-3.618181818,0,2.011928429,-2.543252595,-1.971926428,-2.391089109,-0.477987421,1.072274595
"353",2.92106901728984,3.503184713,2.15,1.136363636,0.623167155,1.061925199,0.563318777,0.306818182,1.459541985
"354",1.68279935716054,36.71428571,0,0.336046512,24.63636364,29.65853659,8.272727273,0.392156863,0.174908902
"355",0.852553507980631,-7,0.571428571,-0.001717623,-6.140186916,-5.626609442,3.093406593,-0.310344828,0.707762557
"356",0.6476444562114,-0.2,0.496453901,-6.967479675,-0.376961189,0.37591914358427,-0.113191049124365,1.63375209003483,-0.075537833
"357",1.2429540264275,0.836879433,1.260869565,0.510395811,0.205357143,0.161843516,-0.113191049124365,0.151515152,0.13981572
"358",0.763523697451371,-46.375,0.725,0.255309535,7.2625,7.441176471,3.175,-0.582089552,0.428116864
"359",0.959273554097909,0.40776699,0.266666667,0.290603086,0.108614232,0.100552486,-0.028571429,0.215189873,0.099969145
"360",0.458727996469037,-0.392592593,0.128571429,-0.1776,-0.287878788,-0.306174411,-0.342995169,0.108433735,-0.41532543
"361",-0.098754003515603,-0.768595041,1.37037037,0.416861263183406,-0.912962963,-0.924026224,-0.926797386,-0.070175439,0.795281307
"362",0.905161469483001,1.508426966,1.068965517,0.508414526,0.523809524,0.476733143,-0.113191049124365,-0.46969697,0.217025181
"363",0.840707597962904,1.045592705,1.191780822,-0.070135002,0.840983607,1.190875233,0.928849903,2.625,0.523401826
"364",0.722305529919093,7.382716049,0,0.815828622,3.243697479,2.73566879,0.765726681,-0.361904762,0.769031702
"365",0.749653986622186,2.225806452,0,0.521276596,0.815699659,1.246819338,1.07106599,1.63375209003483,1.047145329
"366",0.317962719291133,-0.20733945,0.575,0.131811105,-0.406811731,-0.238111298,-0.404871626,0.216981132,0.016441522
"367",0.843337627769397,-0.29505814,0,0.495194618,-0.367217281,-0.557282671,-0.555463576,-0.565217391,1.307759372
"368",0.051387767434296,-0.345238095,1.716049383,0.324391765,-0.670597484,-0.557239057,-0.689393939,1.63375209003483,0.490338972
"369",2.20906606101351,1.718411552,9.8,0.258554155,1.366883117,1.207267833,0.818342152,-0.365591398,0.164654372
"370",1.82273492754149,-8.624161074,1.630208333,0.721354856,-5.813953488,-5.338461538,-0.113191049124365,0,0.40775458
"371",0.588505828549087,1.857142857,0.12972973,1.212851406,1.5625,0.668224299,-0.122171946,-0.581395349,0.968
"372",7.26669034877968,-5.220408163,0,11.19739696,-1.828618063,-1.51713894,-1.835874799,-0.876404494,12.16591928
"373",1.58578120110712,-3.941176471,7,0.266121708,-3.909090909,-3.363076923,-0.113191049124365,-0.14516129,0.021069692
"374",0.77097832981821,1.240384615,0.714285714,0.646319569,0.394575678,0.466261062,0.468403548,1.63375209003483,0.394492984
"375",1.24868115382161,1.527272727,0,0.074738416,0.108159393,1.200447928,0.511709602,1.63375209003483,1.653465347
"376",1.46630902955072,0.97716895,0.692307692,0.827063996,0.232258065,0.063268893,-0.113191049124365,0.571428571,0.896520696
"377",-0.368833055852476,-1.208695652,3,0.277939464,-1.141645462,-1.159502262,-1.129230769,1.5,0.175441696
"378",1.49072713407655,0.666666667,0,0.143733567,-0.171684296,0.245345745,-0.077998528,8.166666667,0.662912309
"379",1.17499000114465,0.301229508,1.054054054,0.376623377,-0.168224299,-0.185057471,-0.30820996,-0.096153846,0.051833333
"380",1.84417623870939,1.16359447,1.234042553,0.985507246,-0.174969623,0.068893528,-0.207639569,0.96875,0.647121916
"381",2.31060900133772,1.439655172,2.375,1.397163121,0.164369035,-0.039048474,-0.066434436,0.272727273,0.635774218
"382",1.15580480519146,1.416666667,0.583333333,0.123906706,1.026490066,1.152832675,0.69115192,0.044444444,0.225830078
"383",2.58965983451575,0.316287879,0.854651163,0.246280992,-0.103773585,-0.028832292,-0.076770351,-0.142857143,0.019752987
"385",2.02620084040468,1.432098765,2.846153846,0.37414966,0.1098234,0.646716273,0.152542373,4.538461538,0.913333333
"386",0.491151314134091,-1.279461279,0.262886598,0.370934959,-1.219178082,-1.212745098,-0.881278539,-0.058823529,-0.000453618
"387",1.7961193593484,1.3,0.333333333,0.882059801,0.081395349,0.197580645,-0.113191049124365,0.153846154,0.780379747
"388",1.04482641502603,4.3625,0.230769231,-0.658850227,6.267045455,37.23741007,2.968316832,11.55029586,-0.208865248
"390",2.64007048240656,1.335025381,0,1.176154064,0.108695652,0.037220844,-0.113191049124365,-0.552631579,1.174917492
"391",0.668773135729997,0.259259259,0.780487805,0.358876117,-0.365646259,-0.057585825,-0.306845966,1.6,0.531703274
"392",-0.118433895285309,-1.294277929,1,0.210414903,-1.215203426,-1.241400876,-1.159689922,0.481481481,-0.230146687
"393",0.418556808515457,-0.881309686,4.709090909,0.077471195,-0.883534137,-0.891891892,-0.680901542,-0.039215686,0.196357878
"394",1.92227756626552,1.021231423,1.269230769,0.926008969,0.497991968,0.05758056,0.225160256,-0.587301587,0.401541696
"395",1.89508863220393,-0.401360544,0,0.551841746,-0.613533835,-0.599620493,-0.623563218,1.63375209003483,0.774088542
"396",0.230755227283282,-0.670588235,0.229946524,0.172718351,-0.802597403,-0.736196319,-0.569272977,0.735849057,0.304355213
"397",0.55007618336465,0.793103448,1.166666667,-0.240932642,0.535,1.259650735,0.134174312,0.625,0.286344635
"398",2.54451995080173,0.926666667,0.64,-0.5875,0.223372781,3.486530612,0.202717197,7.41509434,-0.029298751
"399",-0.100014652303797,-0.899628253,0,1.351719198,-0.957868649,-0.96076555,-1.022261799,-0.158878505,1.136038186
"400",1.14535970188019,-0.816696915,0.713541667,0.316969848,-0.877934272,-0.861014593,-0.769585253,0.274509804,0.116679952
"401",1.39270199850569,3.755319149,10,0.283646113,2.785714286,2.704980843,-0.113191049124365,-0.2,0.046429413
"402",1.11005411178549,0.382585752,1.222222222,0.336217867,-0.17,0.045808967,-0.113191049124365,0.418604651,0.045175797
"403",1.75535959050389,1.366972477,13,-0.038394415,0.505982906,1.650761421,0.294592413,2.066666667,-0.018229879
"405",1.11660688107338,1.025188917,0.475609756,0.133077108,0.626728111,0.831600832,0.71659919,-0.095238095,0.228508096
"406",3.05906420519198,3.546218487,0,1.466975666,0.826981707,0.714654616,0.747368421,1.63375209003483,1.572938689
"407",1.55362856519992,-0.223188406,1.333333333,0.403933434,-0.585281385,-0.422970734,-0.602362205,1.869565217,0.498013723
"408",0.675556052950022,-1.223684211,0,0.094435076,-1.142284569,-1.224924012,-0.934393638,3.477272727,-0.350726979
"409",0.864425017416921,0.06122449,0.262135922,-0.460297767,-0.375706215,0.444074074,-0.305075293,5.708333333,0.408107215
"410",0.31435058961761,6.212121212,0.138728324,0.061554512,3.760273973,5.14600551,2.449856734,0.534482759,0.266904982
"411",1.03573440030759,0.798898072,0.322580645,0.321632095,-0.117100372,0.310502283,-0.087939698,2.2,2.130014225
"412",2.0203241677371,1.485804416,0,-3.265673495,-0.11691023,0.37591914358427,-0.113191049124365,1.63375209003483,1.905472637
"413",1.38038533240141,0.672597865,1.264705882,0.473356009,0.267782427,0.07638484,-0.031907179,0.057142857,-0.083775852
"414",0.137317839702437,0.175,1.761904762,-0.095454545,0.064954683,0.208553326,0.028783658,0,0.031236088
"415",0.329434156320619,0.236933798,0.842105263,0.362099125,-0.145098039,-0.169790518,-0.194635488,0.074074074,0.297244733
"416",1.74997787552849,1.096969697,3.464285714,0.683417085,0.083333333,0.162318841,0.013528749,1.12,0.512350743
"417",1.8758936676115,3.046357616,1.142857143,0.626036783,1.083601286,1.144904459,-0.113191049124365,-0.052631579,0.230678117
"418",2.13809565824293,0.615606936,0,0.504154448,-0.213768116,0.083428571,-0.139189189,0.947368421,0.784051173
"419",-0.281469571108804,-0.284246575,0.985294118,0.87431694,-0.680857226,-0.632035398,-0.738215185,52,0.079105554
"420",1.33128775561112,-1.106060606,0,1.103092784,-1.036842105,-1.031184056,-1.057843591,-0.821705426,1.442700157
"421",0.373598553446897,1.044520548,0.838709677,0.746707978,0.048146365,0.206369983,0.206369983,1.63375209003483,0.744812523
"422",1.21278445765242,1.181547619,0.779874214,0.365012484,0.481481481,0.532627866,-0.113191049124365,-0.038461538,0.135817024
"423",1.03418665095833,1.185430464,4,0.665144597,0.046671242,0.282911944,0.014840681,1.63375209003483,0.714150721
"424",2.59256965732896,1.431472081,4.625,0.824153948,0.023289665,0.270562771,-0.084760274,1.378378378,0.185768301
"425",2.39981179270778,1.747826087,0.483870968,0.896652111,-0.204663212,0.552737752,-0.12534626,22.4,1.724156993
"427",1.66368324035128,0.920212766,2.785714286,0.154958678,0.623199393,0.676709708,0.870223504,-0.105263158,0.089261012
"428",1.27068240345728,0.443037975,0,0.872895623,0.19760479,-0.354191263,-0.228846154,-0.557692308,0.25924612
"429",2.20304640031745,2.10619469,0,3.472103004,1.382488479,-0.486855941,0.032549729,-0.772511848,0.016868769
"430",0.558495710512009,7.8,0.207792208,0.043956044,8,5.982758621,0.320557491,-0.262569832,0.404795487
"431",1.56535423226368,0.933168317,1,1.245759026,0.360687023,-0.152442297,0.069584736,-0.559748428,0.388
"432",3.49044380985531,4.620689655,0,2.493273543,0.548824593,0.339530333,0.331064657,1.63375209003483,2.336769759
"433",3.00592481214553,1.266384778,3.721311475,0.742452479,0.026751592,0.291578947,0.137415982,0.304347826,0.987580033
"434",1.01475575700245,3.64893617,1.15,0.313737624,2.95,2.985130112,-0.113191049124365,-0.066666667,0.098073555
"435",1.28755583802208,2.976190476,1.583333333,0.267838676,1.526104418,1.639624724,1.164925373,0.382978723,0.086056144
"436",0.58124838502741,0.4609375,0.596153846,-0.782716049,0.027827648,12.79376357,0.146263182,11.82911392,0.240410507
"437",4.02587370472717,10.39855072,0,118,2.860465116,-0.87664728,3.544642857,-0.932059961,1.543469935
"438",1.07927913814937,0.426829268,1.32,0.630922693,-0.109589041,-0.135540287,-0.113191049124365,-0.274509804,0.15509039
"439",0.464883220501506,0.038251366,0.462365591,0.501606426,-0.412048193,-0.308427454,-0.434131737,0.953488372,0.028303832
"441",0.740376221299882,-0.202380952,0,0.369467028,-0.568319226,-0.512788128,-0.568016615,1.63375209003483,0.027339238
"442",1.17696443212985,-0.24,1.646153846,-0.012896825,-0.445825933,-0.329556185,-0.423965937,0.475,0.248652077
"443",-0.242141159297619,0.346883469,-0.238095238,0.178983051,-0.017064846,0.307879773,-0.1728223,0.321100917,-0.079930871
"444",2.15347246173642,1.489130435,8.333333333,0.569709127,0.623076923,0.455981941,0.516227181,-0.024390244,-0.254050021
"445",2.25956022686878,-9.109090909,0.315789474,0.180726909,-8.870588235,-7.885245902,8.254716981,-0.185714286,0.516569201
"446",0.260630007153242,0.857322011605996,0,0.416861263183406,-0.0354920496916488,0.37591914358427,-0.113191049124365,1.63375209003483,0.566982204209402
"447",1.45082968243934,1.018404908,0,-11.45360825,-0.491707317,0.37591914358427,-0.113191049124365,1.63375209003483,0.61036036
"448",1.88571849233958,3.279069767,0,11,1.606015038,0.37591914358427,-0.113191049124365,1.63375209003483,0.509067358
"449",1.88255561533131,6.428571429,0,1.55234657,4.410596026,2.609170306,1.466410749,-0.431372549,0.763997165
"450",0.0728368102129693,1.392405063,0.356521739,-0.058731646,0.8170347,1.0352,0.452898551,0.507246377,0.955240793
"451",0.316620223147798,7.658823529,0.176767677,-0.522496372,10.22429907,13.22325581,3.053763441,0.885714286,0.136721533
"452",1.08917709554498,-0.946695096,0,1.5453149,-0.976079347,-0.976146303,-0.977457169,0.49122807,0.24743382
"453",1.04237637373114,0.285714286,1.026666667,0.789820359,-0.417821782,-0.233836207,-0.436419753,1.875,0.637675939
"454",1.58479579379766,-0.566343042,0,0.589157137,-0.864893617,-0.752808989,-0.765543071,36.66666667,1.00430401
"455",1.02595384919161,0.691964286,1,0.696459663,-0.002557545,-0.029739777,0.022696929,-0.206896552,0.705082479
"456",0.390411720481834,0.4,0.229681979,0.301450276,0.263565891,0.119601329,-0.237209302,-0.271186441,1.973258269
"457",0.961964199972897,0.453900709,2.756097561,0.537531276,-0.094017094,-0.05414274,-0.113191049124365,0.278350515,0.096330506
"458",1.52495618445472,-0.058116232,1.227979275,0.199892435,-0.295275591,-0.159482759,-0.611474219,1.058823529,0.138594236
"459",0.418028101648877,0.361563518,-0.229090909,0.831340005,0.403100775,-0.301488834,-0.288984263,-0.526315789,1.3794604
"460",1.15583072624837,1.161764706,0.25,-0.057275542,1.094036697,1.20974984,0.833535844,-0.033333333,0.082747795
"461",0.243472865189333,3.158730159,0.538461538,-0.266068759,1.580110497,2.672705314,0.455370651,-0.546038544,0.012736444
"462",0.452757595282062,-0.020134228,0.652892562,0.30785018,-0.265809218,-0.267743306,-0.222727273,-0.15625,0.151769946
"463",0.0370874398145563,-1.64673913,1.258064516,0.913580247,-1.435448578,-2.719366086,-1.784770296,1.63375209003483,0.006009834
"464",0.667965867378289,0.262295082,1.083333333,0.340044743,0.228346457,-0.136729223,-0.138147567,-0.333333333,0.157657658
"465",-0.0261104631171388,0.491803279,0.333333333,-0.844995141,-0.328539823,3.766843034,-0.443359375,6.529850746,0.19658444
"466",0.348435007037382,-0.156097561,-0.157894737,-0.28351836,-0.077562327,0.067713976,-0.194647202,3.384615385,0.091012514
"467",0.898754268270126,0.308139535,0.398058252,0.299480669,-0.068259386,0.01489573,-0.107250755,0.221153846,0.070295636
"468",0.884062498280729,0.421052632,1,0.232772309,-0.132075472,0.137130802,-0.113191049124365,0.375,0.66402867
"469",0.999725222145287,-0.029288703,1.0625,0.076756757,-0.257273246,-0.137407277,-0.331445993,0.111111111,-0.008442381
"470",0.0269641380551587,-0.450118765,0.654054054,0.305403764,-0.551697531,-0.592809978,-0.627022654,1.166666667,-0.496620962
"471",0.717953592325884,-4.976470588,0.75,1.520642202,-3.306557377,-2.586726998,-2.850273224,-0.703703704,0.573286052
"472",0.205030613306078,-0.802777778,0.191176471,-0.44205781,-0.747016706,-0.661654135,-0.615711253,0.65,-0.533281804
